MCH Institution Type,MCH Institution Type Name,File Type,Package,Field Name,Fields in Package,Field Description
71,Hospital,Institution & Personnel with Email,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
71,Hospital,Institution & Personnel with Email,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
71,Hospital,Institution & Personnel with Email,General Properties,Bed Count,1 Field,The number of beds licensed to the institution.
71,Hospital,Institution & Personnel with Email,General Properties,Bed Count Code,1 Field,A description value that identifies the range of licensed beds for the institution.
71,Hospital,Institution & Personnel with Email,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
71,Hospital,Institution & Personnel with Email,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
71,Hospital,Institution & Personnel with Email,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
71,Hospital,Institution & Personnel with Email,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
71,Hospital,Institution & Personnel with Email,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
71,Hospital,Institution & Personnel with Email,Personnel Properties,Certification Type,1 Field,The type of certification held by the contact person.
71,Hospital,Institution & Personnel with Email,Personnel Properties,DEA Expiration Date,1 Field,The date the DEA number is set to expire.
71,Hospital,Institution & Personnel with Email,Personnel Properties,DEA Number,1 Field,The DEA number of the provider.
71,Hospital,Institution & Personnel with Email,Personnel Properties,Licensed State,1 Field,The state the provider is licensed.
71,Hospital,Institution & Personnel with Email,Personnel Properties,Medicare Participation,1 Field,Indicates whether or not the provider participates in Medicare.
71,Hospital,Institution & Personnel with Email,Personnel Properties,NPI Number - Person,1 Field,"A unique 10-digit identification number issued to health care providers in the United States by the Centers for Medicare and Medicaid Services (CMS). The National Provider Identifier is a required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
71,Hospital,Institution & Personnel with Email,Personnel Properties,Primary Location,1 Field,Indicates whether or not this is the main location where the provider works.
71,Hospital,Institution & Personnel with Email,Personnel Properties,Primary Profession,1 Field,Indicates the primary profession of the person.
71,Hospital,Institution & Personnel with Email,Personnel Properties,State License Number,1 Field,The state license number of the provider.
71,Hospital,Institution & Personnel with Email,Personnel Properties,State License Number Available,1 Field,Indicates whether or not the contact person has a state license number available.
71,Hospital,Institution & Personnel with Email,Supplementary Features,EHR System,1 Field,An indicator for whether or not the hospital has an Electronic Health Record system.
71,Hospital,Institution & Personnel with Email,Supplementary Features,Hospital Specialty,1 Field,Indicates the specialty of the hospital.
71,Hospital,Institution & Personnel with Email,Supplementary Features,Hospital Type,1 Field,The main type of patients admitted to the hospital.
71,Hospital,Institution & Personnel with Email,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
71,Hospital,Institution & Personnel with Email,Supplementary Features,Physician Count,1 Field,The number of physicians at the institution.
71,Hospital,Institution & Personnel with Email,Supplementary Features,Physician Count Code,1 Field,A description value that identifies the range of number of physicians at the institution.
71,Hospital,Institution & Personnel with Email,Supplementary Features,Provider Count,1 Field,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services."
71,Hospital,Institution & Personnel with Email,Supplementary Features,Provider Count Code,1 Field,A description value that identifies the range of number of providers at the institution.
71,Hospital,Institution & Personnel with Email,Supplementary Features,Teaching Hospital,1 Field,An indicator for whether or not this location is a teaching hospital or part of a teaching hospital.
72,Outpatient Center,Institution,Base,Institution ID,1 Field,Institution Permanent Identification Number
72,Outpatient Center,Institution,Base,MCH Institution Type,1 Field,MCH Institution Type
72,Outpatient Center,Institution,Base,Mailing Address,1 Field,The mailing address of the institution.
72,Outpatient Center,Institution,Base,Institution Name,1 Field,The name of the institution.
72,Outpatient Center,Institution,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
72,Outpatient Center,Institution,Base,Mailing City,1 Field,The mailing city of the institution.
72,Outpatient Center,Institution,Base,Mailing State,1 Field,The mailing state of the institution.
72,Outpatient Center,Institution,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
72,Outpatient Center,Institution,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
72,Outpatient Center,Institution,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
72,Outpatient Center,Institution,Base,Mailing County,1 Field,The mailing county name of the institution.
72,Outpatient Center,Institution,Base,Phone Number,1 Field,The phone number of the institution.
72,Outpatient Center,Institution,Base,Physical Address,1 Field,The physical address of the institution.
72,Outpatient Center,Institution,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
72,Outpatient Center,Institution,Base,Physical City,1 Field,The physical city of the institution.
72,Outpatient Center,Institution,Base,Physical State,1 Field,The physical state of the institution.
72,Outpatient Center,Institution,Base,Physical Zip,1 Field,The physical zip code of the institution.
72,Outpatient Center,Institution,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
72,Outpatient Center,Institution,Base,CBSA,1 Field,The core based statistical area code of the institution.
72,Outpatient Center,Institution,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
72,Outpatient Center,Institution,Base,Physical County,1 Field,The physical county name of the institution.
72,Outpatient Center,Institution,Base,Website URL,1 Field,URL for website related to the institution.
72,Outpatient Center,Institution,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
72,Outpatient Center,Institution,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
72,Outpatient Center,Institution,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
72,Outpatient Center,Institution,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
