MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
71,Hospital,Institution,Hospital Type,Psychiatric,Yes,The main type of patients admitted to the hospital.,A type of facility that focuses on assessment and treatment of psychological and chemical-dependency disorders.
71,Hospital,Institution,Hospital Type,Rehabilitation,Yes,The main type of patients admitted to the hospital.,"A type of facility that focuses on working with individuals who have had a debilitation illness or injury to gain maximum physical, mental, and vocational independence."
71,Hospital,Institution,Institution New-to-File Date,Institution New-to-File Date,Yes,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
71,Hospital,Institution,Latitude,Latitude,No,"The distance running north or south of the earth's equator, expressed in degrees and minutes.","The distance running north or south of the earth's equator, expressed in degrees and minutes."
71,Hospital,Institution,Longitude,Longitude,No,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes.","The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
71,Hospital,Institution,NAICS Code - Primary,General Medical & Surgical Hospitals,No,The North American Industry Classification System code.,General medical and surgical hospitals primarily engaged in providing diagnostic and medical treatment to inpatients with any of a wide variety of medical conditions.
71,Hospital,Institution,NAICS Code - Primary,Psychiatric & Substance Abuse Hospitals,No,The North American Industry Classification System code.,"Psychiatric and substance abuse hospitals primarily engaged in providing diagnostic, medical treatment, and monitoring services for inpatients who suffer from mental illness or substance abuse disorders."
71,Hospital,Institution,NAICS Code - Primary,Specialty (except Psychiatric and Substance Abuse) Hospitals,No,The North American Industry Classification System code.,Specialty hospitals primarily engaged in providing diagnostic and medical treatment to inpatients with a specific type of disease or medical condition (except psychiatric or substance abuse).
71,Hospital,Institution,NPI Available - Institution,No,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is not available for the institution.
71,Hospital,Institution,NPI Available - Institution,Yes,Yes,Indicates whether or not a National Provider Identifier is available for the organization.,Indicates that the NPI Number is available for the institution.
71,Hospital,Institution,NPI Number - Institution,NPI Number - Institution,Yes,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers.","A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the Unique Provider Identification Number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
71,Hospital,Institution,Physician Count,Physician Count,Yes,The number of physicians at the institution.,The number of physicians at the institution.
71,Hospital,Institution,Physician Size Code,A - Very Large (1000+),No,A description value that identifies the range of number of physicians at the institution.,"An organization with 1,000+ physicians."
71,Hospital,Institution,Physician Size Code,B - Large (500-999),No,A description value that identifies the range of number of physicians at the institution.,An organization with 500-999 physicians.
71,Hospital,Institution,Physician Size Code,C - Medium (200-499),No,A description value that identifies the range of number of physicians at the institution.,An organization with 200-499 physicians.
71,Hospital,Institution,Physician Size Code,D - Small (50-199),No,A description value that identifies the range of number of physicians at the institution.,An organization with 50-199 physicians.
71,Hospital,Institution,Physician Size Code,E - Very Small (1-49),No,A description value that identifies the range of number of physicians at the institution.,An organization with 1-49 physicians.
71,Hospital,Institution,Physician Size Code,F - Zero (0),No,A description value that identifies the range of number of physicians at the institution.,An organization with no affiliated physicians.
71,Hospital,Institution,Physician Size Code,U - Unknown,No,A description value that identifies the range of number of physicians at the institution.,An organization with an unknown number of physicians.
71,Hospital,Institution,Provider Count,Provider Count,Yes,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services.",The number of providers at the institution.
71,Hospital,Institution,Provider Size Code,A - Very Large (1000+),No,A description value that identifies the range of number of providers at the institution.,"An organization with 1,000+ providers."
71,Hospital,Institution,Provider Size Code,B - Large (500-999),No,A description value that identifies the range of number of providers at the institution.,An organization with 500-999 providers.
71,Hospital,Institution,Provider Size Code,C - Medium (200-499),No,A description value that identifies the range of number of providers at the institution.,An organization with 200-499 providers.
71,Hospital,Institution,Provider Size Code,D - Small (50-199),No,A description value that identifies the range of number of providers at the institution.,An organization with 50-199 providers.
71,Hospital,Institution,Provider Size Code,E - Very Small (1-49),No,A description value that identifies the range of number of providers at the institution.,An organization with 1-49 providers.
